Unnamed: 0,term,pos,definition,domain,plural,plurality_of_term,obsolete,archaic,abbreviation,abbreviation_for_term,slang,misspelling,misspelling_for_term,initialism,initialism_for_term,vulgar,synonym,synonym_for_term,attribute,property,process,matter,role,measure,units,body,main_noun_nltk,main_noun_maria,field,disease
19847,epizootic,Noun,"A particular epizootic disease. 1856, On the epizootic lately affecting lambs, in The Veterinarian; or Monthly Journal of Veterinary Science for 1856, volume XXIX-II, fourth series, edited by Morton and Simonds, page 450: A surgeon in the town has also informed me, that a person requested him to prescribe for some lambs affected with the epizootic, and he gave them Epsom salts and opium, with, as he said, very good effect.",,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,False,False,False,False,False,disease,disease,False,True
19848,epizootic,Noun,"A disease or ailment. Johnny's not doing so well today, I think he caught the epizootic. 1873, Jeramiah Juniur Blows His Bugle, in Gem of the West and Soliders' Friend, seventh year, January 1873, page 378: Last fall, when Dad had the Epizootic; no, I don't mean that, tho I did think he had em, but when the Chicargar hosses got the Epizootic, Dad got all fired mad caus that xpressman didn't cum round to move the rest of our traps. 1986, Geneva Bair Wilson, As the Anvil Rings, page 78:""My Laws, Minnie! She's got spots! I guess you've got the epizootics."" 1977, Dear Sammy: Letters from Getrude Stein and Alice Toklas, edited by Samuel M. Steward, page 237: Never do I have colds but I got the epizootics(?) and sneezed my head off twenty three times yesterday. 1998, David Pietrusza, Judge and Jury, the life and times of Judge Kenesaw Mountain Landis, page 348:Then along comes somebody else who says you've got epizootic and he can cure epizootic and he doesn't have to cut out the epi.","dialectal, humorous, often in the plural",False,,False,False,False,,False,False,,False,,False,False,,False,False,False,False,False,False,False,False,disease,disease,False,True
19861,epizooty,Noun,An epizootic disease or outbreak.,,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,False,False,False,False,False,disease,disease,False,True
21826,erythrasma,Noun,"A skin disease with brown, scaly skin patches, caused by the bacterium Corynebacterium minutissimum.",,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,False,False,False,False,False,disease,disease,False,True
24906,eumycetoma,Noun,A granulomatous fungal disease mainly affecting the foot.,,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,False,False,False,False,False,disease,disease,False,True
29062,exocrinopathy,Noun,"Any disease of the exocrine system 2015 October 8, Growth Arrest-Specific 6 Protein in Patients with Sjgren Syndrome: Determination of the Plasma Level and Expression in the Labial Salivary Gland, in PLOS ONE[1], DOI:10.1371/journal.pone.0139955:The disease is also characterized by the presence of epithelial cell apoptosis, pathogenic autoantibodies, and overexpression of type I interferon (IFN) [6 ], [7 ], [8 ], which can lead to exocrinopathy and extraglandular organ damage.",pathology,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,False,False,False,False,False,disease,disease,False,True
2913,paleopathology,Noun,Any ancient disease itself,countable,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,False,False,False,False,False,disease,disease,False,True
4377,pancreatopathy,Noun,"A disease of the pancreas. 2000, Keith Dewbury, Clinical Ultrasound: A Comprehensive Text, volume 1, page 363:For example, in gallstone pancreatitis only the ventral pancreas may be affected, whereas because drainage via the minor papilla is more precarious, obstructive pancreatopathy may be confined to the dorsal portion.",,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,False,False,False,False,False,disease,disease,False,True
4481,pandemic,Noun,"A pandemic disease; a disease that hits a wide geographical area and affects a large proportion of the population. 2013 January 1, Katie L. Burke, Ecological Dependency, in American Scientist[1], volume 101, number 1, page 64:In his first book since the 2008 essay collection Natural Acts: A Sidelong View of Science and Nature, David Quammen looks at the natural world from yet another angle: the search for the next human pandemic, what epidemiologists call the next big one.",,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,False,False,False,False,False,disease,disease,False,True
4699,panencephalitis,Noun,Any disease characterised by widespread encephalitis,pathology,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,False,False,False,False,False,disease,disease,False,True
4972,panmyelophthisis,Noun,A disease caused by panmyelopathy,pathology,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,False,False,False,False,False,disease,disease,False,True
5215,pansinusopathy,Noun,Any disease that affects all of the paranasal sinuses,,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,False,False,False,False,False,disease,disease,False,True
5634,panvasculopathy,Noun,A disease that affects all blood vessels,pathology,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,False,False,False,False,False,disease,disease,False,True
7788,parangi,Noun,The tropical disease yaws.,,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,False,False,False,False,False,disease,disease,False,True
8075,parapox,Noun,"A disease caused by a parapoxvirus; found chiefly in cows, sheep, goats, and squirrels 2009, January 7, Marlena Spieler, in Saving a Squirrel by Eating One:The grays take over the reds' habitat, eat voraciously and harbor a virus named squirrel parapox (harmless to humans) that does not harm grays but can devastate reds.",,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,False,False,False,False,False,disease,disease,False,True
8199,parascarosis,Noun,A disease (typically in horses) caused by roundworms of the genus Parascaris,,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,False,False,False,False,False,disease,disease,False,True
8584,parathyroidism,Noun,disease of the parathyroid glands,pathology,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,False,False,False,False,False,disease,disease,False,True
8630,paratuberculosis,Noun,A disease of ruminants caused by a subspecies of Mycobacterium avium; Johne's disease,,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,False,False,False,False,False,disease,disease,False,True
8631,paratuberculosis,Noun,A disease similar to tuberculosis in which the living bacillus is not present,pathology,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,False,False,False,False,False,disease,disease,False,True
9721,parodontopathy,Noun,"disease of the gums and other supportive tissue of the teeth 2015 December 15, Association between Herpesviruses and Chronic Periodontitis: A Meta-Analysis Based on Case-Control Studies, in PLOS ONE[1], DOI:10.1371/journal.pone.0144319:The following phrases or keywords were used: (virus OR herpesvir* OR EBV OR CMV OR HCMV OR HHV OR HSV OR Epstein-Barr virus OR cytomegalovirus OR herpes simplex virus OR Human herpesvirus) AND (chronic periodontitis OR periodontal disease OR paradontosis OR parodontopathy OR periodontal).",pathology,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,False,False,False,False,False,disease,disease,False,True
9841,paroxysmal cold hemoglobinuria,Noun,"A disease of humans characterized by sudden hemoglobinuria, typically after exposure to cold temperatures.",,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,False,False,False,False,False,disease,disease,False,True
9946,parrot fever,Noun,An infectious disease caused by the bacterium Chlamydophila psittaci and contracted from many species of bird.,"medicine, veterinary medicine",False,,False,False,False,,False,False,,False,,False,False,,False,False,False,False,False,False,False,False,disease,disease,False,True
10915,parvovirosis,Noun,Any disease caused by a parvovirus,pathology,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,False,False,False,False,False,disease,disease,False,True
11801,pasteurellosis,Noun,Any disease caused by infection with bacteria of the genus Pasteurella.,pathology,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,False,False,False,False,False,disease,disease,False,True
12662,pathosis,Noun,A disease; a pathologic condition.,,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,False,False,False,False,False,disease,disease,False,True
16474,pellagra,Noun,"A disease characterised by skin lesions and mental confusion, primarily caused by a niacin deficiency. [from 19th c.] 1997, Roy Porter, The Greatest Benefit to Mankind, Folio Society 2016, p. 531: In 1755 the French physician Gaspar Casal (16801759) published an account of pellagra, then a new disease in Spain.",pathology,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,False,False,False,False,False,disease,disease,False,True
16638,pelt rot,Noun,A disease affecting the hair or wool of an animal.,,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,False,False,False,False,False,disease,disease,False,True
18224,pentastomiasis,Noun,disease caused by Pentastomida parasites,,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,False,False,False,False,False,disease,disease,False,True
18226,pentastomidosis,Noun,Any disease associated with the presence of pentastomids,pathology,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,False,False,False,False,False,disease,disease,False,True
21481,perkinsosis,Noun,"A disease of oysters, caused by the protist Perkinsus marinus.",,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,False,False,False,False,False,disease,disease,False,True
23353,pestilence,Noun,"Any epidemic disease that is highly contagious, infectious, virulent and devastating. 1826, Mary Shelley, The Last Man, part 2, chapter 2 ""Take it, Christian dogs take the palaces, the gardens, the mosques, the abode of our fathers - take plague with them; pestilence is the enemy we fly; if she be your friend, hug her to your bosoms. The curse of Allah is on Stamboul, share ye her fate"" 1831 July 15, Of the Blood, in Western Journal of Health[1], volume 4, number 1, L. B. Lincoln, page 38:It was reserved for Christians to torture bread, the staff of life, bread for which children in whole districts wail, bread, the gift of pasture to the poor, bread, for want of which thousands of our fellow beings annually perish by famine; it was reserved for Christians to torture the material of bread by fire, to create a chemical and maddening poison, burning up the brain and brutalizing the soul, and producing evils to humanity, in comparison of which, war, pestilence, and famine, cease to be evils. 1949 - Bruce Kiskaddon, George R. Stewart, Earth Abides The snowshoe-rabbits build up through the years until they reach a climax when they seem to be everywhere; then with dramatic suddenness their pestilence falls upon them.",,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,False,False,False,False,False,disease,disease,False,True
25017,pharyngomycosis,Noun,Any fungal disease of the pharynx.,,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,False,False,False,False,False,disease,disease,False,True
25022,pharyngopathy,Noun,Any disease of the pharynx,pathology,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,False,False,False,False,False,disease,disease,False,True
27752,phosphorus necrosis,Noun,An occupational disease once common in phosphorus match workers.,,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,False,False,False,False,False,disease,disease,False,True
27874,phossy jaw,Noun,A disease resulting from exposure to white phosphorus causing degeneration of the teeth and jaw.,,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,False,False,False,False,False,disease,disease,False,True
34763,pinewilt,Noun,A disease of pine trees caused by the nematode Bursaphelenchus xylophilus,,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,False,False,False,False,False,disease,disease,False,True
36104,piscirickettsiosis,Noun,Any disease caused by bacteria of the genus Piscirickettsia,pathology,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,False,False,False,False,False,disease,disease,False,True
42891,pneumoconiosis,Noun,A disease of the lungs caused by inhalation of particulate matter.,medicine,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,False,False,False,False,False,disease,disease,False,True
42979,pneumonopathy,Noun,Any disease of the lungs,pathology,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,False,False,False,False,False,disease,disease,False,True
42982,pneumonoultramicroscopicsilicovolcanoconiosis,Noun,"A factitious disease of the lungs, allegedly caused by inhaling microscopic silicate particles originating from eruption of a volcano. 1980 March, Kerr, Lorin E., Black Lung, in Journal of Public Health Policy, volume 1, number 1, JSTOR 3342357, page 50:Call it miner's asthma, silicosis, pneumonoultramicroscopicsilicovolcanoconiosis, coal workers' pneumoconiosis, or black lungthey are all dust diseases with the same symptoms. 1998 August 27, Smokey, Lament for a Lung Disease, in talk.bizarre, Usenet[1], message-ID 6s3r8o$brt$1@camel15.mindspring.com:I say that it must be the silica dustThat we breathed through our mouths and our nosesThat brought pneumonoultramicroscopicsilicovolcanoconiosis. 2002 December 18, Pod, Pneumonoultramicroscopicsilicovolcanoconiosis, in alt.fan.scarecrow, Usenet[2], message-ID iHSL9.2091$h43.295898@stones:It's either pneumonoultramicroscopicsilicovolcanoconiosis, or a bad cough. 2011 April 28, Stradtman, Kurt D., Am I the Person My Mother Warned Me About?: A Four-year College Experience ... Only the Good Parts, Xlibris, ISBN, LCCN 2011906469, page 90:I still can't watch House M.D. and not have my mind wonder [] Even I can fear of[sic] having Pneumonoultramicroscopicsilicovolcanoconiosis after watching it.",nonce word,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,False,False,False,False,False,disease,disease,False,True
42987,pneumopathy,Noun,"Any disease of the lungs 2013 July 9, J Hsieh et al., Cerebral venous thrombosis due to cryptogenic organising pneumopathy with antiphospholipid syndrome worsened by heparin-induced thrombocytopenia, in BMJ Case Reports[1], volume 2013, DOI:10.1136/bcr-2013-009500:The case reported here illustrates two rare causes of CVT observed in the same patient: the presence of antiphospholipid antibodies associated with an asymptomatic cryptogenic organising pneumopathy (COP) which were considered the origin of the venous cerebral thrombosis and heparin-induced thrombocytopenia (HIT) which was responsible for the worsening of the thrombosis observed a few days after the introduction of treatment.",pathology,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,False,False,False,False,False,disease,disease,False,True
43511,podocytopathy,Noun,disease affecting podocytes,,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,False,False,False,False,False,disease,disease,False,True
45811,polyadenopathy,Noun,A disease that affects multiple lymph nodes,medicine,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,False,False,False,False,False,disease,disease,False,True
45816,polyadenosis,Noun,A disease that affects multiple lymph nodes,medicine,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,False,False,False,False,False,disease,disease,False,True
45991,polyarthropathy,Noun,disease in multiple joints,pathology,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,False,False,False,False,False,disease,disease,False,True
46466,polyendocrinopathy,Noun,A disease of the immune system that has multiple features,medicine,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,False,False,False,False,False,disease,disease,False,True
47292,polymyositis,Noun,An inflammatory disease affecting multiple muscles,medicine,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,False,False,False,False,False,disease,disease,False,True
47739,polyposis,Noun,"A hereditary disease characterised by numerous polyps that erupt in various parts of the body, especially the colon",pathology,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,False,False,False,False,False,disease,disease,False,True
48018,polysplenia,Noun,A congenital disease manifested by multiple small accessory spleens.,,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,False,False,False,False,False,disease,disease,False,True
55677,pox,Noun,A disease characterized by purulent skin eruptions that may leave pockmarks.,,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,False,False,False,False,False,disease,disease,False,True
65382,prionopathy,Noun,Any prion-related disease,pathology,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,False,False,False,False,False,disease,disease,False,True
65387,prionosis,Noun,Any degenerative disease caused by a prion,pathology,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,False,False,False,False,False,disease,disease,False,True
71296,proteinopathy,Noun,Any disease (especially a neurodegenerative disease) caused by a malformed protein.,medicine,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,False,False,False,False,False,disease,disease,False,True
71398,proteopathy,Noun,Any disease caused by a misfolded (or otherwise abnormal) protein,pathology,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,False,False,False,False,False,disease,disease,False,True
73179,prurigo,Noun,"A papular disease of the skin, with intense itching as the main symptom.",medicine,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,False,False,False,False,False,disease,disease,False,True
73926,pseudocellulitis,Noun,Any skin disease that shares characteristics with cellulitis,pathology,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,False,False,False,False,False,disease,disease,False,True
74054,pseudocowpox,Noun,"A viral disease of cattle, whose symptoms include ring or horseshoe scabs on the teats.",,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,False,False,False,False,False,disease,disease,False,True
74659,pseudomycosis,Noun,An infectious disease with ulceration resembling mycosis.,,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,False,False,False,False,False,disease,disease,False,True
75047,pseudosclerosis,Noun,A disease resembling multiple sclerosis but in which the characteristic lesions are absent,pathology,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,False,False,False,False,False,disease,disease,False,True
75240,pseudotumor cerebri,Noun,"A disease characterised by increased intracranial pressure of idiopathic aetiology, commonly affecting middle-aged women.",medicine,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,False,False,False,False,False,disease,disease,False,True
75383,psilosis,Noun,"Sprue, a disease of the small intestine.",medicine,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,False,False,False,False,False,Sprue,disease,False,True
75452,psora,Noun,"A cutaneous disease, especially the itch.",medicine,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,False,False,False,False,False,disease,disease,False,True
75462,psoriasis,Noun,A noncontagious disease whose main symptom is gray or silvery flaky patches on the skin which are red and inflamed underneath when scratched.,medicine,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,False,False,False,False,False,disease,disease,False,True
77870,pullorum,Noun,"A severe infectious disease of young poultry, caused by a form of the salmonella bacterium. [from 20th c.] 1985, Peter Carey, Illywhacker, Faber and Faber 2003, p. 246: I should recount my own experience with chooks and I do not mean the difficulties, with lice, mites, fowl pox, pullorum or bum-drop about which subjects Goon's otherwise taciturn cousin gave me enough information to last a lifetime.",veterinary medicine,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,False,False,False,False,False,disease,disease,False,True
79669,purple,Noun,"Earcockle, a disease of wheat.",,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,False,False,False,False,False,Earcockle,disease,False,True
82747,pébrine,Noun,"A parasitic disease affecting silkworms. 2007, Graham Robb, The Discovery of France, Picador 2008, p. 267: In 1852, a disease called pbrine began to spread among the silkworms.",,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,False,False,False,False,False,disease,disease,False,True
301,MEB disease,Noun,muscle-eye-brain disease,medicine,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,False,False,False,False,False,disease,disease,False,True
335,MERRF syndrome,Noun,"A rare mitochondrial disease characterized by progressive myoclonic epilepsy and clumps of diseased mitochondria that accumulate in the subsarcolemmal region of the muscle fiber and appear as ""ragged red fibers"" when stained.",,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,False,False,False,False,False,disease,disease,False,True
1194,Maffucci syndrome,Noun,A sporadic disease characterized by the presence of multiple enchondromas associated with multiple hemangiomas.,,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,False,False,False,False,False,disease,disease,False,True
1957,Marek's disease,Noun,A contagious viral neoplastic disease in chickens.,,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,False,False,False,False,False,disease,disease,False,True
1994,Marie's disease,Noun,The disease acromegaly.,medicine,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,False,False,False,False,False,disease,disease,False,True
1995,Marie's disease,Noun,The disease hypertrophic pulmonary osteoarthropathy.,medicine,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,False,False,False,False,False,disease,disease,False,True
3443,Miller syndrome,Noun,"A particular genetic disease, characterized by facial anomalies and missing toes.",,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,False,False,False,False,False,disease,disease,False,True
3464,Milroy's disease,Noun,"A familial disease characterised by lymphedema, commonly in the legs, caused by congenital abnormalities in the lymphatic system. Disruption of the normal drainage of lymph leads to fluid accumulation and hypertrophy of soft tissues.",,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,False,False,False,False,False,disease,disease,False,True
3812,Moeller's disease,Noun,"The disease scurvy, especially in infants.",medicine,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,False,False,False,False,False,disease,disease,False,True
4545,Moyamoya disease,Noun,"A disease in which certain arteries in the brain are constricted, blocking blood flow.",,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,False,False,False,False,False,disease,disease,False,True
4630,Muckle-Wells syndrome,Noun,"A rare autosomal-dominant disease that causes sensorineural deafness and recurrent hives, and can lead to amyloidosis.",,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,False,False,False,False,False,disease,disease,False,True
4994,Möller-Barlow disease,Noun,"The disease scurvy, especially in infants.",medicine,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,False,False,False,False,False,disease,disease,False,True
287,nagana,Noun,"A disease of vertebrates in southern Africa, characterised by swelling and lethargy and caused by trypanosomes transmitted by tsetse flies. [from 19th c.] 1997, Roy Porter, The Greatest Benefit to Mankind, Folio Society 2016, p. 460: In 1894 Major David Bruce was sent to Zululand to investigate the cattle disease nagana.",veterinary medicine,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,False,False,False,False,False,disease,disease,False,True
6971,neopathy,Noun,A newly-identified disease,pathology,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,False,False,False,False,False,disease,disease,False,True
7541,nephrosis,Noun,"A non-inflammatory disease of the kidneys that is characterised by the leaking of blood protein into the urine, swelling or oedema, and degenerative lesions.",pathology,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,False,False,False,False,False,disease,disease,False,True
8705,neuroarthropathy,Noun,Any disease of a joint that is associated with a disease of the nervous system,medicine,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,False,False,False,False,False,disease,disease,False,True
8721,neuroaxonopathy,Noun,A disease of neurons and axons,pathology,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,False,False,False,False,False,disease,disease,False,True
8899,neurodisease,Noun,"neural disease 2015 November 5, Characteristics of Misclassified CT Perfusion Ischemic Core in Patients with Acute Ischemic Stroke, in PLOS ONE[1], DOI:10.1371/journal.pone.0141571:Head-movement or biological (certain vascular- or neurodiseases or cardiac output) or anatomical (lesions, variations in Circle of Willis or vascular system) causes can also influence data analysis.",,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,False,False,False,False,False,disease,disease,False,True
9380,neuromyelitis optica,Noun,"An autoimmune disease with a similar presentation to multiple sclerosis, but is common in Asians and in most cases is characterised by the presence of anti-aquaporin 4 antibodies.",neuropathology,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,False,False,False,False,False,disease,disease,False,True
9472,neuropathy,Noun,Any disease of the peripheral nervous system.,pathology,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,False,False,False,False,False,disease,disease,False,True
9712,neuroretinopathy,Noun,Any disease that affects the retina and the optic nerve,pathology,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,False,False,False,False,False,disease,disease,False,True
9989,neurovirulence,Noun,"virulent disease of the nervous system, especially that caused by a neurovirulent virus",medicine,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,False,False,False,False,False,disease,disease,False,True
10822,nexopathy,Noun,Any disease associated with a neural nexus,pathology,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,False,False,False,False,False,disease,disease,False,True
13525,njovera,Noun,The disease bejel.,Africa,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,False,False,False,False,False,disease,disease,False,True
13928,nocardiosis,Noun,"An infectious disease affecting either the lungs or the whole body, caused by infection by bacteria of the genus Nocardia.",,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,False,False,False,False,False,disease,disease,False,True
14127,nodding disease,Noun,"A poorly understood disease of Africa, characterized by stunted growth and a nodding seizure when eating or feeling cold.",,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,False,False,False,False,False,disease,disease,False,True
14131,nodding syndrome,Noun,nodding disease,,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,False,False,False,False,False,disease,disease,False,True
14480,noma,Noun,"A gangrenous disease leading to tissue destruction of the face, especially the mouth and cheek.",medicine,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,False,False,False,False,False,disease,disease,False,True
27728,nosema disease,Noun,An infectious disease of some insects caused by some microsporidian parasites of the genus Nosema.,,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,False,False,False,False,False,disease,disease,False,True
27730,nosema disease,Noun,"An infectious disease of adult honey bees caused by microsporidian parasites, such as Nosema apis and Nosema ceranae. 1949, Steinhaus, Edward A., Principles of insect pathology, New York: McGraw-Hill, OCLC 610468683, page 602:Nosema Disease of the Honeybee (Microsporidiosis, or Nosemosis, of the Honeybee) Nosema disease of the honeybee, Apis mellifera Linn., is caused by Nosema apis Zander, a microsporidian parasite of the intestinal epithelium of adult bees. For more examples of usage of this term, see Citations:nosema disease.",honey bees,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,False,False,False,False,False,disease,disease,False,True
27735,nosemosis,Noun,"nosema disease (infectious disease of some insects caused by some microsporidian parasites) 1978, Journal of the Georgia Entomological Society[1], Athens, GA: Georgia Entomological Society, ISSN 0016-8238, page 355:George (1971) reported that diets deficient in cholesterol or protein enhanced development of a nosemosis in young red flour beetles, Tribolium castaneum (Herbst). For more examples of usage of this term, see Citations:nosemosis.",,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,False,False,False,False,False,disease,disease,False,True
27737,nosemosis,Noun,"nosema disease (infectious disease of adult honey bees caused by some microsporidian parasites) 2006, Levant Aydin, Ender Gulegen, Ibrahim Cakmak, A. Onur Girisgin, Harrington Wells, Relation between Nosema and Chalkbrood diseases, and its implication for an apiary management model, in The Bulletin of the Veterinary Institute in Pulawy[2], volume 50, number 4, Puawy, PL: National Veterinary Research Institute, ISSN 2300-3235, archived from the original on 2015-03-31, page 471:Nosema apis are the causative agent of nosema disease (nosemosis) in honeybees (Apis mellifera). For more examples of usage of this term, see Citations:nosemosis.",honey bees,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,False,False,False,False,False,disease,disease,False,True
735,Laennec's cirrhosis,Noun,"A disease of the liver in which the normal lobular architecture is lost, with fibrosis and later nodular regeneration.",,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,False,False,False,False,False,disease,disease,False,True
843,Lanarkshire disease,Noun,The disease caused in certain fruits by the redcore fungus.,agriculture,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,False,False,False,False,False,disease,disease,False,True
1297,Legg-Calvé-Perthes syndrome,Noun,Legg-Calv-Perthes disease,,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,False,False,False,False,False,disease,disease,False,True
1327,Leiner's disease,Noun,"A systemic disease, typically diagnosed in early infancy, involving a long-lasting seborrhea dermatitis.",,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,False,False,False,False,False,disease,disease,False,True
1355,Newcastle disease,Noun,"A highly contagious disease of poultry, caused by the Newcastle disease virus.",,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,False,False,False,False,False,disease,disease,False,True
2010,Norwalk virus,Noun,The disease caused by the virus.,,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,False,False,False,False,False,disease,disease,False,True
522,vaginosis,Noun,Any disease or infection of the vagina.,medicine,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,False,False,False,False,False,disease,disease,False,True
1251,valvopathy,Noun,disease or malfunction of the valves of the heart,pathology,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,False,False,False,False,False,disease,disease,False,True
1270,valvulopathy,Noun,Any disease or disorder of the valves of the heart,pathology,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,False,False,False,False,False,disease,disease,False,True
2414,varroatosis,Noun,A disease of honeybees caused by the parasitic mite Varroa destructor.,,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,False,False,False,False,False,disease,disease,False,True
2417,varroosis,Noun,"A disease of honey bees, caused by the parasitic mite Varroa destructor.",,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,False,False,False,False,False,disease,disease,False,True
2554,vasculopathy,Noun,"Any disease of blood vessels. 1959 January, Paul M. Brickley, Flavonoid Therapy in Diabetic Retinopathy, in California Medicine, volume 90, number 1, page 45:Prevention of diabetic vasculopathy is generally sought by the only means at hand: Meticulous control of the diabetes. 2004 June, Giuseppe G. Pietra, Pathologic assessment of vasculopathies in pulmonary hypertension, in Journal of the American College of Cardiology, volume 43, number 12:Pulmonary occlusive venopathy and PM are rather uncommon (fewer than 200 cases have been reported in the published data) but increasingly recognized causes of pulmonary hypertension. They could represent part of the spectrum of vasculopathies of PPH, but they are distinct from the precapillary causes of PAH.",pathology,False,,False,False,False,,False,False,,False,,False,False,,False,False,False,False,False,False,False,False,disease,disease,False,True
